ekicode,groupcode,name,noriire,ido,keido
2600206,2600206,大岡山,4,139.685909,35.607456
2600207,2600207,奥沢,2,139.672355,35.603947
2600208,2600108,田園調布,4,139.667356,35.596815
2600209,2600109,多摩川,5,139.668723,35.589591
2600301,1130205,渋谷,14,139.702148,35.65802
2600302,2600302,池尻大橋,2,139.684319,35.650603
2600303,2600303,三軒茶屋,3,139.670156,35.643716
2600304,2600304,駒沢大学,2,139.661702,35.633471
2600305,2600305,桜新町,2,139.644779,35.631666
2600306,2600306,用賀,2,139.633928,35.626436
2600307,2600307,二子玉川,2,139.626685,35.611788
2600323,2600323,つくし野,1,139.485139,35.527559
2600324,2600324,すずかけ台,2,139.481684,35.517094
2600325,2600325,南町田グランベリーパーク,1,139.470318,35.511502
2600401,1133228,大井町,5,139.735025,35.607535
2600402,2600402,下神明,2,139.726256,35.608704
2600403,2600403,戸越公園,2,139.718159,35.608856
2600404,2600404,中延,6,139.712526,35.60571
2600405,2600405,荏原町,2,139.707571,35.60382
2600406,2600406,旗の台,4,139.702286,35.604923
2600407,2600407,北千束,2,139.693303,35.606311
2600408,2600206,大岡山,4,139.685909,35.607456
2600409,2600409,緑が丘,2,139.679482,35.60638
2600410,2600107,自由が丘,4,139.668664,35.607224
2600411,2600411,九品仏,2,139.660992,35.60538
2600412,2600412,尾山台,2,139.653862,35.606971
2600413,2600413,等々力,2,139.647938,35.608369
2600414,2600414,上野毛,2,139.638917,35.611957
2600415,2600307,二子玉川,2,139.626685,35.611788
2600501,1130202,五反田,5,139.724175,35.625262
2600502,2600502,大崎広小路,2,139.722339,35.622244
2600503,2600503,戸越銀座,2,139.714862,35.615928
2600504,2600504,荏原中延,2,139.712196,35.610056
2600505,2600406,旗の台,4,139.702286,35.604923
2600506,2600506,長原,2,139.697881,35.60219
2600507,2600507,洗足池,2,139.690896,35.599648
2600508,2600508,石川台,2,139.685063,35.596888
2600509,2600509,雪が谷大塚,2,139.681083,35.592038
2600510,2600510,御嶽山,2,139.682473,35.585236
2600511,2600511,久が原,2,139.685678,35.579499
2600512,2600512,千鳥町,2,139.69142,35.572983
2600513,2600513,池上,2,139.702822,35.572025
2600514,2600514,蓮沼,4,139.708544,35.564173
2600515,1133230,蒲田,6,139.714626,35.561767
2600601,2600109,多摩川,5,139.668723,35.589591
2600602,2600602,沼部,2,139.67326,35.582526
2600603,2600603,鵜の木,2,139.680554,35.575452
2600604,2600604,下丸子,2,139.685576,35.571397
2600605,2600605,武蔵新田,2,139.692506,35.567806
2600606,2600606,矢口渡,2,139.700389,35.562462
2600607,1133230,蒲田,6,139.714626,35.561767
2600701,2600303,三軒茶屋,3,139.670156,35.643716
2600702,2600702,西太子堂,2,139.666382,35.644545
2600703,2600703,若林,2,139.659911,35.645933
2600704,2600704,松陰神社前,2,139.655211,35.643947
2600705,2600705,世田谷,4,139.650945,35.643564
2600706,2600706,上町,2,139.646276,35.643656
2600707,2600707,宮の坂,2,139.64494,35.647508
2600708,2500110,山下,2,139.646509,35.653844
2600709,2600709,松原,4,139.642,35.660048
2600710,2400107,下高井戸,3,139.641372,35.66615
2700101,2700101,泉岳寺,3,139.74002,35.638692
2700102,1130103,品川,14,139.73809,35.628284
2700103,2700103,北品川,2,139.739191,35.622458
2700104,2700104,新馬場,2,139.741366,35.61762
2700105,2700105,青物横丁,2,139.742958,35.609351
2700106,2700106,鮫洲,2,139.742227,35.604977
2700107,2700107,立会川,2,139.738886,35.598489
2700108,2700108,大森海岸,2,139.73544,35.587576
2700109,2700109,平和島,2,139.73491,35.57868
2700110,2700110,大森町,2,139.732027,35.572431
2700111,2700111,梅屋敷,2,139.728266,35.566873
2700112,2700112,京急蒲田,3,139.723681,35.560796
2700113,2700113,雑色,2,139.715005,35.549725
2700114,2700114,六郷土手,1,139.7076,35.540577
2700201,2700112,京急蒲田,3,139.723681,35.560796
2700202,2700202,糀谷,2,139.72962,35.5545
2700203,2700203,大鳥居,2,139.739356,35.552531
2700204,2700204,穴守稲荷,2,139.746669,35.550326
2700205,2700205,天空橋,4,139.75423,35.548908
2700207,2700207,羽田空港第3ターミナル,4,139.768968,35.544676
2700206,2700206,羽田空港第1・第2ターミナル,1,139.785962,35.549809
2800101,2100201,浅草,10,139.797592,35.710733
2800102,2800102,田原町,2,139.790897,35.709897
2800103,2800103,稲荷町,2,139.782593,35.711273
2800104,1130220,上野,19,139.777122,35.711482
2800105,1130221,上野広小路,2,139.772877,35.70768
2800106,2800106,末広町,2,139.771713,35.702972
2800107,1130223,神田,8,139.770899,35.693587
2800108,1131402,三越前,4,139.773594,35.687101
2800109,2800109,日本橋,10,139.773516,35.682078
2800110,2800110,京橋,2,139.770126,35.676856
2800111,2800111,銀座,13,139.763965,35.671989
2800112,1130102,新橋,15,139.758432,35.667434
2800113,2800113,虎ノ門,4,139.749832,35.670236
2800114,2800114,溜池山王,4,139.741419,35.673621
2800115,2800115,赤坂見附,4,139.737047,35.677021
2800116,2800116,青山一丁目,6,139.724159,35.672765
2800117,2800117,外苑前,2,139.717857,35.670527
2800118,2800118,表参道,6,139.712314,35.665247
2800119,1130205,渋谷,14,139.701,35.659066
2800201,1130212,池袋,18,139.711086,35.730256
2800202,2800202,新大塚,2,139.729971,35.72569
2800203,2800203,茗荷谷,2,139.737184,35.716989
2800204,2800204,後楽園,4,139.751864,35.707898
2800205,2800205,本郷三丁目,4,139.759914,35.706671
2800206,1131203,御茶ノ水,8,139.763952,35.700614
2800207,1131203,淡路町,2,139.767575,35.695434
2800208,2800208,大手町,10,139.7662,35.686564
2800209,1130101,東京,20,139.764708,35.681753
2800210,2800111,銀座,13,139.763965,35.671989
2800211,2800211,霞ケ関,6,139.750899,35.673838
2800212,2800212,国会議事堂前,4,139.745219,35.67393
2800213,2800115,赤坂見附,4,139.737047,35.677021
2800214,1131102,四ツ谷,10,139.729947,35.684586
2800215,2800215,四谷三丁目,2,139.720103,35.687958
2800216,2800216,新宿御苑前,2,139.71069,35.688588
2800217,2800217,新宿三丁目,6,139.704895,35.690847
2800218,1130208,新宿,37,139.700711,35.69235
2800219,2800219,西新宿,4,139.692778,35.694298
2800220,2800220,中野坂上,5,139.68291,35.69792
2800221,2800221,新中野,2,139.66903,35.697491
2800222,2800222,東高円寺,2,139.657822,35.697802
2800223,2800223,新高円寺,2,139.648068,35.697985
2800224,2800224,南阿佐ケ谷,2,139.63576,35.699624
2800225,1131217,荻窪,7,139.620116,35.704304
2800226,2800226,中野新橋,2,139.673997,35.692123
2800227,2800227,中野富士見町,2,139.666933,35.690514
2800228,2800228,方南町,1,139.656498,35.683496
2800301,1132005,北千住,9,139.804276,35.748916
2800302,1132004,南千住,6,139.799273,35.733398
2800303,2800303,三ノ輪,3,139.791485,35.729623
2800304,2800304,入谷,2,139.783924,35.719862
2800305,1130220,上野,19,139.777122,35.711482
2800306,1130221,仲御徒町,2,139.776138,35.706649
2800307,1130222,秋葉原,9,139.775459,35.698162
2800308,2800308,小伝馬町,2,139.778433,35.690737
2800309,2800309,人形町,4,139.782285,35.686307
2800310,2800310,茅場町,4,139.780005,35.679752
2800311,1132602,八丁堀,4,139.776982,35.674851
2800312,2800312,築地,4,139.772603,35.668115
2800313,2800313,東銀座,4,139.767253,35.669464
2800314,2800111,銀座,13,139.763965,35.671989
2800315,1130225,日比谷,6,139.76017,35.67459
2800316,2800211,霞ケ関,6,139.750899,35.673838
2800322,2800113,虎ノ門ヒルズ,2,139.747778,35.667444
2800317,2800317,神谷町,2,139.745069,35.662978
2800318,2800318,六本木,6,139.731443,35.662836
2800319,2800319,広尾,2,139.722202,35.652279
2800320,1130204,恵比寿,8,139.708988,35.647332
2800321,2600103,中目黒,3,139.698621,35.643854
2800401,1131214,中野,15,139.665835,35.705765
2800402,2800402,落合,6,139.687284,35.710976
2800403,1130210,高田馬場,6,139.704745,35.713338
2800404,2800404,早稲田,5,139.721319,35.705723
2800405,2800405,神楽坂,4,139.734546,35.70379
2800406,1131316,飯田橋,10,139.745986,35.701725
2800407,2800407,九段下,6,139.751948,35.695589
2800408,2800408,竹橋,2,139.756817,35.690662
2800409,2800208,大手町,10,139.766086,35.684801
2800410,2800109,日本橋,10,139.773516,35.682078
2800411,2800310,茅場町,4,139.780005,35.679752
2800412,2800412,門前仲町,4,139.796209,35.671851
2800413,2800413,木場,6,139.807042,35.669351
2800414,2800414,東陽町,2,139.817596,35.669629
2800415,2800415,南砂町,2,139.83065,35.668796
2800416,2800416,西葛西,2,139.859259,35.664631
2800417,2800417,葛西,3,139.872458,35.663554
2800501,2800501,北綾瀬,1,139.832035,35.777117
2800502,1132006,綾瀬,4,139.825019,35.762222
2800503,1132005,北千住,9,139.804276,35.748916
2800504,2300104,町屋,7,139.780501,35.742733
2800505,1130217,西日暮里,8,139.766511,35.732257
2800506,2800506,千駄木,2,139.763243,35.725549
2800507,2800507,根津,2,139.765655,35.7174
2800508,2800508,湯島,2,139.769916,35.708243
2800509,1131203,新御茶ノ水,2,139.766014,35.698072
2800510,2800208,大手町,10,139.763399,35.686154
2800511,2800511,二重橋前,2,139.761948,35.681071
2800512,1130225,日比谷,6,139.758732,35.674241
2800513,2800211,霞ケ関,6,139.750899,35.673838
2800514,2800212,国会議事堂前,4,139.745219,35.67393
2800515,2800515,赤坂,6,139.738348,35.67323
2800516,2800516,乃木坂,2,139.726215,35.666572
2800517,2800118,表参道,6,139.712314,35.665247
2800518,1130206,明治神宮前〈原宿〉,4,139.703995,35.669071
2800519,2500104,代々木公園,2,139.689099,35.669187
2800520,2500105,代々木上原,3,139.680153,35.669159
2800602,2100110,地下鉄成増,2,139.631497,35.776557
2800603,2100109,地下鉄赤塚,4,139.644021,35.769939
2800604,2800604,平和台,4,139.653762,35.757863
2800605,2800605,氷川台,4,139.665567,35.74955
2800606,2200301,小竹向原,5,139.678572,35.743803
2800607,2800607,千川,4,139.689271,35.738229
2800608,2800608,要町,4,139.698715,35.73323
2800609,1130212,池袋,18,139.710088,35.729565
2800610,2800610,東池袋,4,139.719546,35.725732
2800611,2800611,護国寺,2,139.72754,35.719044
2800612,2800612,江戸川橋,2,139.733538,35.709495
2800613,1131316,飯田橋,10,139.743669,35.701934
2800614,1131315,市ケ谷,6,139.73625,35.691389
2800615,2800615,麹町,2,139.737613,35.684006
2800616,2800115,永田町,6,139.740258,35.678757
2800617,2800617,桜田門,2,139.75149,35.677405
2800618,1130225,有楽町,6,139.763265,35.675714
2800619,2800111,銀座一丁目,2,139.767045,35.67435
2800620,2800312,新富町,2,139.773711,35.670462
2800621,2800621,月島,4,139.784233,35.664871
2800622,2800622,豊洲,4,139.79621,35.654908
2800623,2800623,辰巳,2,139.81052,35.645576
2800624,1132605,新木場,4,139.826254,35.645832
2800801,1130205,渋谷,14,139.701,35.659066
2800802,2800118,表参道,6,139.712314,35.665247
2800803,2800116,青山一丁目,6,139.724159,35.672765
2800804,2800115,永田町,6,139.740258,35.678757
2800805,2800805,半蔵門,2,139.74163,35.685703
2800806,2800407,九段下,6,139.751948,35.695589
2800807,2800807,神保町,6,139.757606,35.695966
2800808,2800208,大手町,10,139.764107,35.68686
2800809,1131402,三越前,4,139.773147,35.684908
2800810,2800309,水天宮前,2,139.785377,35.682683
2800811,2800811,清澄白河,4,139.798851,35.682105
2800814,2800814,住吉,4,139.815681,35.689073
2800812,1131322,錦糸町,6,139.814941,35.697578
2800813,2100203,押上〈スカイツリー前〉,3,139.812935,35.710702
2800901,2800901,赤羽岩淵,1,139.722103,35.783417
2800902,2800902,志茂,2,139.732599,35.777948
2800903,2800903,王子神谷,2,139.735933,35.765172
2800904,1133212,王子,21,139.737618,35.753966
2800905,2800905,西ケ原,2,139.742322,35.746008
2800906,1130215,駒込,5,139.746442,35.736959
2800907,2800907,本駒込,2,139.753828,35.724155
2800908,2800908,東大前,4,139.758025,35.717633
2800909,2800204,後楽園,4,139.751864,35.707898
2800910,1131316,飯田橋,10,139.743669,35.701934
2800911,1131315,市ケ谷,6,139.736389,35.692972
2800912,1131102,四ツ谷,10,139.72955,35.686032
2800913,2800115,永田町,6,139.740258,35.678757
2800914,2800114,溜池山王,4,139.741419,35.673621
2800915,2800915,六本木一丁目,2,139.739,35.665595
2800916,2800916,麻布十番,4,139.737051,35.654682
2800917,2800917,白金高輪,4,139.734104,35.642903
2800918,2800918,白金台,4,139.726133,35.637917
2800919,1130203,目黒,8,139.7155,35.633272
2801002,2100110,地下鉄成増,2,139.631497,35.776557
2801003,2100109,地下鉄赤塚,4,139.644021,35.769939
2801004,2800604,平和台,4,139.653762,35.757863
2801005,2800605,氷川台,4,139.665567,35.74955
2801006,2200301,小竹向原,5,139.678572,35.743803
2801007,2800607,千川,4,139.689271,35.738229
2801008,2800608,要町,4,139.698715,35.73323
2801009,1130212,池袋,18,139.708291,35.731464
2801010,2801010,雑司が谷,2,139.714795,35.720233
2801011,2801011,西早稲田,2,139.709101,35.708242
2801012,2801012,東新宿,4,139.707593,35.698915
2801013,2800217,新宿三丁目,6,139.704828,35.690853
2801014,2801014,北参道,2,139.705453,35.678459
2801015,1130206,明治神宮前〈原宿〉,4,139.705367,35.668497
2801016,1130205,渋谷,14,139.702417,35.659545
9930101,9930101,都庁前,3,139.69257,35.690551
9930102,9930102,新宿西口,2,139.699155,35.693315
9930103,2801012,東新宿,4,139.707549,35.69792
9930104,9930104,若松河田,2,139.718184,35.699218
9930105,9930105,牛込柳町,2,139.725027,35.699518
9930106,9930106,牛込神楽坂,2,139.735802,35.700851
9930107,1131316,飯田橋,10,139.744999,35.702927
9930108,9930108,春日,6,139.75325,35.709598
9930109,2800205,本郷三丁目,4,139.760095,35.707462
9930110,1130221,上野御徒町,2,139.774332,35.707893
9930111,9930111,新御徒町,4,139.781958,35.707045
9930112,9930112,蔵前,4,139.790931,35.703236
9930113,1131321,両国,4,139.797421,35.696881
9930114,9930114,森下,4,139.797042,35.68796
9930115,2800811,清澄白河,4,139.798851,35.682105
9930116,2800412,門前仲町,4,139.796209,35.671851
9930117,2800621,月島,4,139.784233,35.664871
9930118,9930118,勝どき,2,139.776442,35.658507
9930119,9930119,築地市場,2,139.766915,35.664895
9930120,9930120,汐留,4,139.760642,35.663703
9930121,9930121,大門,4,139.75466,35.656785
9930122,9930122,赤羽橋,2,139.743642,35.655007
9930123,2800916,麻布十番,4,139.736116,35.656503
9930124,2800318,六本木,6,139.731567,35.663921
9930125,2800116,青山一丁目,6,139.72396,35.672929
9930126,9930126,国立競技場,2,139.714932,35.679831
9930127,1130207,代々木,11,139.701666,35.683218
9930128,1130208,新宿,37,139.698812,35.68869
9930129,9930129,西新宿五丁目,2,139.684304,35.689798
9930130,2800220,中野坂上,5,139.682279,35.69709
9930131,1131308,東中野,4,139.682987,35.706891
9930132,2200704,中井,4,139.686356,35.714035
9930133,9930133,落合南長崎,2,139.683303,35.723608
9930134,9930134,新江古田,2,139.670653,35.732538
9930135,2200106,練馬,12,139.65477,35.737404
9930136,2200402,豊島園,3,139.64911,35.742067
9930137,9930137,練馬春日町,2,139.640236,35.751452
9930138,9930138,光が丘,1,139.628603,35.758526
9930201,9930201,西馬込,1,139.705942,35.586859
9930202,9930202,馬込,2,139.711772,35.596435
9930203,2600404,中延,6,139.713736,35.605769
9930204,2600503,戸越,6,139.716495,35.614633
9930205,1130202,五反田,5,139.724175,35.627102
9930206,9930206,高輪台,2,139.730305,35.631679
9930207,2700101,泉岳寺,3,139.74002,35.638692
9930208,9930208,三田,4,139.748775,35.64818
9930209,9930121,大門,4,139.75466,35.656785
9930210,1130102,新橋,15,139.759451,35.665577
9930211,2800313,東銀座,4,139.767253,35.669464
9930212,2800110,宝町,2,139.771767,35.675461
9930213,2800109,日本橋,10,139.775721,35.681688
9930214,2800309,人形町,4,139.782285,35.686307
9930215,1131403,東日本橋,2,139.784821,35.692126
9930216,1131320,浅草橋,4,139.786305,35.697451
9930217,9930112,蔵前,4,139.790931,35.703236
9930218,2100201,浅草,10,139.79697,35.709461
9930219,9930219,本所吾妻橋,2,139.804624,35.70858
9930220,2100203,押上（スカイツリー前）,2,139.812935,35.710702
9930301,1130203,目黒,8,139.7155,35.633272
9930302,2800918,白金台,4,139.726133,35.637917
9930303,2800917,白金高輪,4,139.734104,35.642903
9930304,9930208,三田,4,139.748775,35.64818
9930305,9930305,芝公園,2,139.749824,35.654074
9930306,9930306,御成門,2,139.751535,35.661215
9930307,9930307,内幸町,2,139.75561,35.66975
9930308,1130225,日比谷,6,139.759998,35.676036
9930309,2800208,大手町,10,139.762959,35.684856
9930310,2800807,神保町,6,139.75812,35.695492
9930311,1131317,水道橋,4,139.75516,35.703398
9930312,9930108,春日,6,139.75325,35.709598
9930313,9930313,白山,2,139.752136,35.721408
9930314,9930314,千石,2,139.744792,35.727957
9930315,1130214,巣鴨,7,139.738519,35.733502
9930316,9930316,西巣鴨,2,139.728712,35.743508
9930317,9930317,新板橋,2,139.720101,35.748785
9930318,9930318,板橋区役所前,2,139.710102,35.751284
9930319,9930319,板橋本町,2,139.705535,35.761339
9930320,9930320,本蓮沼,2,139.702324,35.768782
9930321,9930321,志村坂上,2,139.69538,35.775725
9930322,9930322,志村三丁目,2,139.685937,35.777391
9930323,9930323,蓮根,2,139.678993,35.784335
9930324,9930324,西台,2,139.673971,35.78699
9930325,9930325,高島平,3,139.661216,35.789056
9930326,9930326,新高島平,2,139.654275,35.790189
9930327,9930327,西高島平,1,139.64594,35.791833
9930401,1130208,新宿,37,139.698812,35.68869
9930402,2800217,新宿三丁目,6,139.706271,35.690616
9930403,9930403,曙橋,2,139.722881,35.692402
9930404,1131315,市ヶ谷,2,139.737639,35.691556
9930405,2800407,九段下,6,139.751948,35.695589
9930406,2800807,神保町,6,139.757606,35.695966
9930407,2800207,小川町,2,139.767551,35.695487
9930408,9930408,岩本町,2,139.775866,35.695534
9930409,1131403,馬喰横山,2,139.782768,35.69212
9930410,9930410,浜町,2,139.788154,35.688516
9930411,9930114,森下,4,139.797042,35.68796
9930412,9930412,菊川,2,139.806016,35.688379
9930413,2800814,住吉,4,139.815681,35.689073
9930414,9930414,西大島,2,139.826206,35.689349
9930415,9930415,大島,4,139.83565,35.689905
9930416,9930416,東大島,2,139.845963,35.690355
9930417,9930417,船堀,2,139.864258,35.683795
9930418,9930418,一之江,2,139.882934,35.686055
9930419,9930419,瑞江,2,139.89761,35.693318
9930420,9930420,篠崎,1,139.903698,35.706017
9930501,9930501,三ノ輪橋,1,139.791412,35.732248
9930502,9930502,荒川一中前,2,139.788988,35.733659
9930503,9930503,荒川区役所前,2,139.786456,35.73493
9930504,9930504,荒川二丁目,2,139.784696,35.738623
9930505,9930505,荒川七丁目,2,139.78417,35.741975
9930506,2300104,町屋駅前,2,139.781145,35.74275
9930507,9930507,町屋二丁目,2,139.776625,35.743837
9930508,9930508,東尾久三丁目,2,139.774386,35.745398
9930509,9930509,熊野前,4,139.769204,35.749212
9930510,9930510,宮ノ前,2,139.764955,35.750135
9930511,9930511,小台,4,139.761779,35.750579
9930512,9930512,荒川遊園地前,2,139.757767,35.750744
9930513,9930513,荒川車庫前,2,139.752617,35.750909
9930514,9930514,梶原,2,139.747403,35.751162
9930515,9930515,栄町,2,139.742124,35.750909
9930516,1133212,王子駅前,2,139.737661,35.753199
9930517,9930517,飛鳥山,2,139.737382,35.750248
9930518,9930518,滝野川一丁目,2,139.735376,35.747374
9930519,9930519,西ヶ原四丁目,2,139.732779,35.744501
9930520,9930520,新庚申塚,2,139.730451,35.741348
9930521,9930521,庚申塚,3,139.729743,35.739563
9930522,9930522,巣鴨新田,2,139.727769,35.735488
9930523,1130213,大塚駅前,2,139.729593,35.732082
9930524,9930524,向原,7,139.724894,35.728938
9930525,2800610,東池袋四丁目,2,139.720012,35.72528
9930526,9930526,都電雑司ヶ谷,2,139.718006,35.724261
9930527,2801010,鬼子母神前,2,139.714916,35.720403
9930528,9930528,学習院下,2,139.71247,35.716248
9930529,9930529,面影橋,2,139.714444,35.712981
9930530,9930530,早稲田,5,139.718928,35.711848
9930701,2800901,赤羽岩淵,1,139.722103,35.783417
9930901,1130222,秋葉原,9,139.774273,35.698889
9930902,9930111,新御徒町,4,139.781958,35.707045
9930903,9930903,浅草,10,139.792389,35.713817
9930904,1132004,南千住,6,139.798783,35.732413
9930905,1132005,北千住,9,139.805092,35.74949
9930906,9930906,青井,2,139.82038,35.771782
9930907,9930907,六町,1,139.821816,35.784963
9931101,1130102,新橋,15,139.759644,35.665503
9931102,9930120,汐留,4,139.759985,35.662871
9931103,9931103,竹芝,2,139.762037,35.654099
9931104,9931104,日の出,2,139.75906,35.649136
9931105,9931105,芝浦ふ頭,2,139.757852,35.641773
9931106,9931106,お台場海浜公園,2,139.778607,35.629813
9931107,9931107,台場,3,139.771435,35.625908
9931108,9931108,東京国際クルーズターミナル,2,139.773157,35.621462
9931109,9931109,テレコムセンター,2,139.779327,35.617593
9931110,9931110,青海,2,139.781132,35.62467
9931111,9931111,東京ビッグサイト,2,139.791228,35.630158
9931112,9931112,有明,3,139.793269,35.634596
9931113,9931113,有明テニスの森,2,139.78888,35.639964
9931114,9931114,市場前,2,139.78564,35.645684
9931115,9931115,新豊洲,2,139.789996,35.648718
9931116,2800622,豊洲,4,139.795414,35.653792
9933401,2400208,多摩センター,5,139.422782,35.623724
9933402,9933402,松が谷,2,139.422201,35.63169
9933403,9933403,大塚・帝京大学,2,139.416461,35.636878
9933404,9933404,中央大学・明星大学,2,139.408672,35.64197
9933405,2400502,多摩動物公園,3,139.403672,35.648666
9933406,9933406,程久保,2,139.410698,35.655093
9933407,2400129,高幡不動,5,139.415184,35.66148
9933408,9933408,万願寺,2,139.420079,35.671249
9933409,9933409,甲州街道,2,139.409191,35.678262
9933410,9933410,柴崎体育館,2,139.409191,35.689475
9933411,9933411,立川南,2,139.412546,35.696077
9933412,9933412,立川北,2,139.41254,35.699502
9933413,9933413,高松,2,139.413242,35.710158
9933414,9933414,立飛,2,139.417387,35.714717
9933415,9933415,泉体育館,2,139.419525,35.718775
9933416,9933416,砂川七番,2,139.418097,35.723319
9933417,2200805,玉川上水,4,139.417866,35.73223
9933418,9933418,桜街道,2,139.416653,35.739
9933419,9933419,上北台,1,139.415822,35.745824
9933601,1130227,浜松町,5,139.756747,35.655666
9933602,9933602,天王洲アイル,4,139.750675,35.622908
9933603,9933603,大井競馬場前,2,139.74708,35.595006
9933604,9933604,流通センター,2,139.748964,35.58186
9933605,9933605,昭和島,2,139.749918,35.570656
9933606,9933606,整備場,4,139.753366,35.555125
9933607,2700205,天空橋,4,139.75423,35.548908
9933611,2700207,羽田空港第3ターミナル,4,139.768206,35.544169
9933608,9933608,新整備場,2,139.786777,35.542773
9933609,2700206,羽田空港第1ターミナル,2,139.784653,35.549163
9933610,2700206,羽田空港第2ターミナル,1,139.787979,35.550734
9933701,1132605,新木場,4,139.827402,35.646172
9933702,9933702,東雲,2,139.804395,35.640987
9933703,9933703,国際展示場,2,139.791617,35.63441
9933704,9933704,東京テレポート,2,139.778896,35.62753
9933705,9933602,天王洲アイル,4,139.750793,35.620562
9933706,9933706,品川シーサイド,2,139.749549,35.608524
9933707,1133228,大井町,5,139.735025,35.607535
9933708,1130201,大崎,8,139.728439,35.619772
9934001,2300110,京成高砂,6,139.866875,35.750932
9934002,9934002,新柴又,1,139.879376,35.75101
9934201,1130218,日暮里,16,139.771287,35.727908
9934202,1130217,西日暮里,8,139.766857,35.731954
9934203,9934203,赤土小学校前,2,139.768989,35.742454
9934204,9930509,熊野前,4,139.769695,35.748972
9934205,9934205,足立小台,2,139.770381,35.754658
9934206,9934206,扇大橋,2,139.770808,35.763897
9934207,9934207,高野,4,139.770679,35.768359
9934208,9934208,江北,2,139.770306,35.774021
9934209,9934209,西新井大師西,2,139.770094,35.781505
9934210,9934210,谷在家,2,139.770043,35.788774
9934211,9934211,舎人公園,2,139.770183,35.79623
9934212,9934212,舎人,3,139.770108,35.8057
9934213,9934213,見沼代親水公園,1,139.770719,35.814544
